traversal_achieved,total_climb_points,event,match,alliance_color,teams,auto_points,endgame_points,description
False,25,2026inmis,2026inmis_sf7m1,red,"frc10434,frc3940,frc1501",15,10,"event=2026inmis match=2026inmis_sf7m1 RED teams=frc10434,frc3940,frc1501 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mefal,2026mefal_qm11,red,"frc4041,frc7407,frc8410",15,10,"event=2026mefal match=2026mefal_qm11 RED teams=frc4041,frc7407,frc8410 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mefal,2026mefal_qm13,blue,"frc61,frc172,frc3597",15,10,"event=2026mefal match=2026mefal_qm13 BLUE teams=frc61,frc172,frc3597 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mefal,2026mefal_qm37,blue,"frc61,frc4473,frc4564",15,10,"event=2026mefal match=2026mefal_qm37 BLUE teams=frc61,frc4473,frc4564 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mefal,2026mefal_qm6,red,"frc7407,frc11131,frc1307",15,10,"event=2026mefal match=2026mefal_qm6 RED teams=frc7407,frc11131,frc1307 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mefal,2026mefal_sf12m1,blue,"frc172,frc61,frc8023",15,10,"event=2026mefal match=2026mefal_sf12m1 BLUE teams=frc172,frc61,frc8023 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026milak,2026milak_qm15,red,"frc5152,frc858,frc2767",15,10,"event=2026milak match=2026milak_qm15 RED teams=frc5152,frc858,frc2767 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026milak,2026milak_qm55,blue,"frc11407,frc5152,frc245",15,10,"event=2026milak match=2026milak_qm55 BLUE teams=frc11407,frc5152,frc245 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026milak,2026milak_qm63,blue,"frc4237,frc5623,frc5152",15,10,"event=2026milak match=2026milak_qm63 BLUE teams=frc4237,frc5623,frc5152 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026milak,2026milak_qm9,blue,"frc4327,frc5152,frc3658",15,10,"event=2026milak match=2026milak_qm9 BLUE teams=frc4327,frc5152,frc3658 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026milak,2026milak_sf2m1,red,"frc5152,frc9703,frc5675",15,10,"event=2026milak match=2026milak_sf2m1 RED teams=frc5152,frc9703,frc5675 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026milak,2026milak_sf9m1,red,"frc5152,frc9703,frc5675",15,10,"event=2026milak match=2026milak_sf9m1 RED teams=frc5152,frc9703,frc5675 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mimtp,2026mimtp_qm20,red,"frc6033,frc5231,frc6642",15,10,"event=2026mimtp match=2026mimtp_qm20 RED teams=frc6033,frc5231,frc6642 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mimtp,2026mimtp_qm37,red,"frc6033,frc9755,frc5697",15,10,"event=2026mimtp match=2026mimtp_qm37 RED teams=frc6033,frc9755,frc5697 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mimtp,2026mimtp_qm49,red,"frc573,frc6033,frc5084",15,10,"event=2026mimtp match=2026mimtp_qm49 RED teams=frc573,frc6033,frc5084 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mimtp,2026mimtp_qm72,blue,"frc6033,frc10978,frc8873",15,10,"event=2026mimtp match=2026mimtp_qm72 BLUE teams=frc6033,frc10978,frc8873 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mimtp,2026mimtp_qm80,blue,"frc2405,frc6033,frc6100",15,10,"event=2026mimtp match=2026mimtp_qm80 BLUE teams=frc2405,frc6033,frc6100 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mimtp,2026mimtp_sf4m1,blue,"frc5697,frc6033,frc1711",15,10,"event=2026mimtp match=2026mimtp_sf4m1 BLUE teams=frc5697,frc6033,frc1711 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mndu,2026mndu_qm11,blue,"frc3267,frc3294,frc11223",15,10,"event=2026mndu match=2026mndu_qm11 BLUE teams=frc3267,frc3294,frc11223 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mndu,2026mndu_qm17,red,"frc7797,frc4009,frc3297",15,10,"event=2026mndu match=2026mndu_qm17 RED teams=frc7797,frc4009,frc3297 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mndu,2026mndu_qm26,red,"frc3926,frc3267,frc4511",15,10,"event=2026mndu match=2026mndu_qm26 RED teams=frc3926,frc3267,frc4511 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mndu,2026mndu_qm3,blue,"frc4536,frc7849,frc3267",15,10,"event=2026mndu match=2026mndu_qm3 BLUE teams=frc4536,frc7849,frc3267 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mndu,2026mndu_qm31,red,"frc8422,frc6147,frc3267",15,10,"event=2026mndu match=2026mndu_qm31 RED teams=frc8422,frc6147,frc3267 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mndu,2026mndu_qm40,red,"frc4693,frc4741,frc7797",15,10,"event=2026mndu match=2026mndu_qm40 RED teams=frc4693,frc4741,frc7797 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mndu,2026mndu_qm44,red,"frc4624,frc5690,frc3267",15,10,"event=2026mndu match=2026mndu_qm44 RED teams=frc4624,frc5690,frc3267 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mndu,2026mndu_qm53,red,"frc3100,frc3267,frc6044",15,10,"event=2026mndu match=2026mndu_qm53 RED teams=frc3100,frc3267,frc6044 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mndu,2026mndu_qm65,red,"frc6044,frc2501,frc6217",15,10,"event=2026mndu match=2026mndu_qm65 RED teams=frc6044,frc2501,frc6217 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mndu,2026mndu_qm67,blue,"frc5690,frc4741,frc3883",15,10,"event=2026mndu match=2026mndu_qm67 BLUE teams=frc5690,frc4741,frc3883 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mndu,2026mndu_sf9m1,red,"frc8422,frc7797,frc2181",15,10,"event=2026mndu match=2026mndu_sf9m1 RED teams=frc8422,frc7797,frc2181 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mndu2,2026mndu2_qm33,blue,"frc2177,frc4181,frc5720",15,10,"event=2026mndu2 match=2026mndu2_qm33 BLUE teams=frc2177,frc4181,frc5720 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mnwi,2026mnwi_qm12,blue,"frc2358,frc4859,frc2508",15,10,"event=2026mnwi match=2026mnwi_qm12 BLUE teams=frc2358,frc4859,frc2508 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mnwi,2026mnwi_qm15,blue,"frc4663,frc3090,frc5576",15,10,"event=2026mnwi match=2026mnwi_qm15 BLUE teams=frc4663,frc3090,frc5576 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mnwi,2026mnwi_qm2,red,"frc2987,frc4663,frc9082",15,10,"event=2026mnwi match=2026mnwi_qm2 RED teams=frc2987,frc4663,frc9082 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mnwi,2026mnwi_qm24,red,"frc4143,frc3055,frc4663",15,10,"event=2026mnwi match=2026mnwi_qm24 RED teams=frc4143,frc3055,frc4663 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mnwi,2026mnwi_qm35,blue,"frc4143,frc4859,frc7531",15,10,"event=2026mnwi match=2026mnwi_qm35 BLUE teams=frc4143,frc4859,frc7531 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mnwi,2026mnwi_qm39,red,"frc3061,frc4859,frc3055",15,10,"event=2026mnwi match=2026mnwi_qm39 RED teams=frc3061,frc4859,frc3055 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mnwi,2026mnwi_qm39,blue,"frc7858,frc2508,frc4663",15,10,"event=2026mnwi match=2026mnwi_qm39 BLUE teams=frc7858,frc2508,frc4663 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mnwi,2026mnwi_qm49,blue,"frc4663,frc2977,frc5914",15,10,"event=2026mnwi match=2026mnwi_qm49 BLUE teams=frc4663,frc2977,frc5914 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026mnwi,2026mnwi_qm56,red,"frc3284,frc4663,frc3928",15,10,"event=2026mnwi match=2026mnwi_qm56 RED teams=frc3284,frc4663,frc3928 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mnwi,2026mnwi_qm70,blue,"frc4174,frc4065,frc4663",15,10,"event=2026mnwi match=2026mnwi_qm70 BLUE teams=frc4174,frc4065,frc4663 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mnwi,2026mnwi_qm76,red,"frc695,frc4663,frc7531",15,10,"event=2026mnwi match=2026mnwi_qm76 RED teams=frc695,frc4663,frc7531 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026mnwi,2026mnwi_sf4m1,blue,"frc2987,frc5914,frc4663",15,10,"event=2026mnwi match=2026mnwi_sf4m1 BLUE teams=frc2987,frc5914,frc4663 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026mnwi,2026mnwi_sf6m1,blue,"frc2987,frc5914,frc4663",15,10,"event=2026mnwi match=2026mnwi_sf6m1 BLUE teams=frc2987,frc5914,frc4663 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026ncwak,2026ncwak_f1m1,red,"frc4561,frc10121,frc2059",15,10,"event=2026ncwak match=2026ncwak_f1m1 RED teams=frc4561,frc10121,frc2059 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026ncwak,2026ncwak_qm42,blue,"frc4561,frc5160,frc10354",15,10,"event=2026ncwak match=2026ncwak_qm42 BLUE teams=frc4561,frc5160,frc10354 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026ncwak,2026ncwak_qm52,blue,"frc9559,frc4561,frc9788",15,10,"event=2026ncwak match=2026ncwak_qm52 BLUE teams=frc9559,frc4561,frc9788 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026ncwak,2026ncwak_sf11m1,red,"frc4561,frc10121,frc2059",15,10,"event=2026ncwak match=2026ncwak_sf11m1 RED teams=frc4561,frc10121,frc2059 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026okok,2026okok_qm32,blue,"frc34,frc4522,frc5889",15,10,"event=2026okok match=2026okok_qm32 BLUE teams=frc34,frc4522,frc5889 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026okok,2026okok_qm42,red,"frc3160,frc3465,frc5889",15,10,"event=2026okok match=2026okok_qm42 RED teams=frc3160,frc3465,frc5889 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026okok,2026okok_qm66,red,"frc4005,frc5889,frc9472",15,10,"event=2026okok match=2026okok_qm66 RED teams=frc4005,frc5889,frc9472 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026okok,2026okok_qm71,red,"frc2341,frc5889,frc2773",15,10,"event=2026okok match=2026okok_qm71 RED teams=frc2341,frc5889,frc2773 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026okok,2026okok_sf11m1,blue,"frc4206,frc4766,frc1561",15,10,"event=2026okok match=2026okok_sf11m1 BLUE teams=frc4206,frc4766,frc1561 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026okok,2026okok_sf13m1,red,"frc4206,frc4766,frc1561",15,10,"event=2026okok match=2026okok_sf13m1 RED teams=frc4206,frc4766,frc1561 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026orsal,2026orsal_qm12,red,"frc2521,frc6465,frc8532",15,10,"event=2026orsal match=2026orsal_qm12 RED teams=frc2521,frc6465,frc8532 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026orsal,2026orsal_qm16,blue,"frc3673,frc997,frc1359",15,10,"event=2026orsal match=2026orsal_qm16 BLUE teams=frc3673,frc997,frc1359 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026orsal,2026orsal_qm21,red,"frc1359,frc1540,frc955",15,10,"event=2026orsal match=2026orsal_qm21 RED teams=frc1359,frc1540,frc955 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026orsal,2026orsal_qm33,red,"frc9567,frc8532,frc955",15,10,"event=2026orsal match=2026orsal_qm33 RED teams=frc9567,frc8532,frc955 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026orsal,2026orsal_qm9,red,"frc10991,frc3712,frc8532",15,10,"event=2026orsal match=2026orsal_qm9 RED teams=frc10991,frc3712,frc8532 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026orsal,2026orsal_sf1m1,blue,"frc4692,frc1359,frc8532",15,10,"event=2026orsal match=2026orsal_sf1m1 BLUE teams=frc4692,frc1359,frc8532 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026pahat,2026pahat_qm31,red,"frc427,frc4575,frc11366",15,10,"event=2026pahat match=2026pahat_qm31 RED teams=frc427,frc4575,frc11366 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026pahat,2026pahat_sf12m1,blue,"frc5684,frc4575,frc708",15,10,"event=2026pahat match=2026pahat_sf12m1 BLUE teams=frc5684,frc4575,frc708 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026txbel,2026txbel_qm13,red,"frc10014,frc2689,frc7125",15,10,"event=2026txbel match=2026txbel_qm13 RED teams=frc10014,frc2689,frc7125 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026txbel,2026txbel_qm21,red,"frc5503,frc2689,frc3240",15,10,"event=2026txbel match=2026txbel_qm21 RED teams=frc5503,frc2689,frc3240 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026txbel,2026txbel_qm27,red,"frc6526,frc5503,frc2881",15,10,"event=2026txbel match=2026txbel_qm27 RED teams=frc6526,frc5503,frc2881 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026txbel,2026txbel_qm38,red,"frc2689,frc148,frc7271",15,10,"event=2026txbel match=2026txbel_qm38 RED teams=frc2689,frc148,frc7271 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026txbel,2026txbel_qm41,red,"frc2789,frc2689,frc436",15,10,"event=2026txbel match=2026txbel_qm41 RED teams=frc2789,frc2689,frc436 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026txbel,2026txbel_qm50,blue,"frc2881,frc10014,frc2714",15,10,"event=2026txbel match=2026txbel_qm50 BLUE teams=frc2881,frc10014,frc2714 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026txbel,2026txbel_qm53,red,"frc2728,frc624,frc2689",15,10,"event=2026txbel match=2026txbel_qm53 RED teams=frc2728,frc624,frc2689 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026txbel,2026txbel_qm59,blue,"frc1296,frc6526,frc2689",15,10,"event=2026txbel match=2026txbel_qm59 BLUE teams=frc1296,frc6526,frc2689 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026txbel,2026txbel_sf11m1,blue,"frc624,frc4610,frc2689",15,10,"event=2026txbel match=2026txbel_sf11m1 BLUE teams=frc624,frc4610,frc2689 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026txbel,2026txbel_sf8m1,red,"frc624,frc4610,frc2689",15,10,"event=2026txbel match=2026txbel_sf8m1 RED teams=frc624,frc4610,frc2689 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026vaale,2026vaale_f1m1,blue,"frc539,frc1731,frc5338",15,10,"event=2026vaale match=2026vaale_f1m1 BLUE teams=frc539,frc1731,frc5338 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026vaale,2026vaale_qm26,blue,"frc2890,frc2377,frc3258",15,10,"event=2026vaale match=2026vaale_qm26 BLUE teams=frc2890,frc2377,frc3258 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026vaale,2026vaale_qm36,blue,"frc8230,frc2890,frc5243",15,10,"event=2026vaale match=2026vaale_qm36 BLUE teams=frc8230,frc2890,frc5243 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026vaale,2026vaale_qm55,red,"frc5549,frc620,frc2890",15,10,"event=2026vaale match=2026vaale_qm55 RED teams=frc5549,frc620,frc2890 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026vaale,2026vaale_qm60,red,"frc9403,frc5243,frc539",15,10,"event=2026vaale match=2026vaale_qm60 RED teams=frc9403,frc5243,frc539 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026vaale,2026vaale_qm65,blue,"frc2068,frc2890,frc611",15,10,"event=2026vaale match=2026vaale_qm65 BLUE teams=frc2068,frc2890,frc611 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026vaale,2026vaale_qm69,red,"frc2963,frc2890,frc3359",15,10,"event=2026vaale match=2026vaale_qm69 RED teams=frc2963,frc2890,frc3359 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026vaale,2026vaale_qm70,blue,"frc449,frc4638,frc2186",15,10,"event=2026vaale match=2026vaale_qm70 BLUE teams=frc449,frc4638,frc2186 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026vaale,2026vaale_qm78,blue,"frc4472,frc3373,frc4638",15,10,"event=2026vaale match=2026vaale_qm78 BLUE teams=frc4472,frc3373,frc4638 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,25,2026vaale,2026vaale_sf8m1,red,"frc1731,frc539,frc5338",15,10,"event=2026vaale match=2026vaale_sf8m1 RED teams=frc1731,frc539,frc5338 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,25,2026wabon,2026wabon_qm27,red,"frc9450,frc2976,frc7461",15,10,"event=2026wabon match=2026wabon_qm27 RED teams=frc9450,frc2976,frc7461 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,25,2026wabon,2026wabon_qm8,red,"frc492,frc4980,frc9450",15,10,"event=2026wabon match=2026wabon_qm8 RED teams=frc492,frc4980,frc9450 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,20,2026bcvi,2026bcvi_qm4,blue,"frc5461,frc4270,frc8331",0,20,"event=2026bcvi match=2026bcvi_qm4 BLUE teams=frc5461,frc4270,frc8331 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=None, R3=Level2)"
False,20,2026bcvi,2026bcvi_qm61,blue,"frc610,frc9180,frc8331",0,20,"event=2026bcvi match=2026bcvi_qm61 BLUE teams=frc610,frc9180,frc8331 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=None, R3=Level2)"
False,20,2026bcvi,2026bcvi_sf5m1,red,"frc9719,frc8331,frc4627",0,20,"event=2026bcvi match=2026bcvi_sf5m1 RED teams=frc9719,frc8331,frc4627 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level2, R3=None)"
False,20,2026brba,2026brba_qm34,red,"frc9458,frc9085,frc9164",0,20,"event=2026brba match=2026brba_qm34 RED teams=frc9458,frc9085,frc9164 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,20,2026brba,2026brba_qm46,red,"frc9459,frc9085,frc10263",0,20,"event=2026brba match=2026brba_qm46 RED teams=frc9459,frc9085,frc10263 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=Level1, R3=None)"
